,DATE,CORESTICKM159SFRBATL,monthly_variation
0,1968-01-31,3.65186106,
1,1968-02-29,3.673819411,0.0060129207106254245
2,1968-03-31,4.142163975,0.12748165100268705
3,1968-04-30,4.155828095,0.003298787803300396
4,1968-05-31,4.088245437,-0.016262139928576613
5,1968-06-30,4.545569347,0.11186312491443484
6,1968-07-31,4.753076334,0.04565038417837619
7,1968-08-31,4.9466066,0.04071684366094175
8,1968-09-30,4.948246979,0.000331617032169218
9,1968-10-31,5.182592347,0.047359270665862985
10,1968-11-30,5.399387944,0.04183149715132317
11,1968-12-31,5.706347843,0.056850869428840545
12,1969-01-31,5.746196961,0.006983296338810341
13,1969-02-28,5.749956071,0.0006541909415067604
14,1969-03-31,6.125157849,0.06525298165186633
15,1969-04-30,6.505620421,0.06211473751033436
16,1969-05-31,6.780633974,0.04227322456629379
17,1969-06-30,6.375966005,-0.05967996068681458
18,1969-07-31,6.389268621,0.0020863687148846566
19,1969-08-31,6.414746498,0.003987604608806095
20,1969-09-30,6.834758299,0.06547597806568839
21,1969-10-31,6.560106336,-0.04018459043975042
22,1969-11-30,6.437390535,-0.0187063737559513
23,1969-12-31,6.402163808,-0.005472205982916867
24,1970-01-31,6.592370014,0.0297096749949326
25,1970-02-28,7.053805927,0.0699954511078813
26,1970-03-31,6.993096123,-0.008606673422587363
27,1970-04-30,6.817838113,-0.025061576005452557
28,1970-05-31,6.947734731,0.01905246440984243
29,1970-06-30,7.151974844,0.02939664810297149
30,1970-07-31,7.00787567,-0.020148165666562523
31,1970-08-31,7.114872285,0.015268052693634626
32,1970-09-30,7.081263039,-0.004723801728789501
33,1970-10-31,7.057638255,-0.0033362387288662365
34,1970-11-30,7.327620064,0.038253846293231586
35,1970-12-31,7.342681298,0.002055405966528534
36,1971-01-31,7.014858012,-0.044646263768698735
37,1971-02-28,6.329604979,-0.09768594486556526
38,1971-03-31,5.50160847,-0.1308132990521651
39,1971-04-30,5.306250794,-0.03550919282338527
40,1971-05-31,5.060279237,-0.04635505680925056
41,1971-06-30,5.239199701,0.035357824266250226
42,1971-07-31,5.165044197,-0.014153975460382995
43,1971-08-31,4.913620811,-0.04867787697654813
44,1971-09-30,4.672385308,-0.04909526238979456
45,1971-10-31,4.376576593,-0.06331000024623823
46,1971-11-30,3.953153899,-0.09674746574234128
47,1971-12-31,3.677258309,-0.06979125959902333
48,1972-01-31,3.728280469,0.01387505465012473
49,1972-02-29,3.841502967,0.03036855701748431
50,1972-03-31,4.057916253,0.05633557694971847
51,1972-04-30,3.971403024,-0.021319619136063173
52,1972-05-31,3.863863418,-0.027078492248234665
53,1972-06-30,3.488589959,-0.09712389347195094
54,1972-07-31,3.467340855,-0.0060910293986200514
55,1972-08-31,3.366129082,-0.029190026949340697
56,1972-09-30,3.1247262,-0.07171527773277475
57,1972-10-31,3.331141241,0.06605860091037741
58,1972-11-30,3.268535943,-0.018793948821337336
59,1972-12-31,3.147816809,-0.03693370246043515
60,1973-01-31,2.842802671,-0.09689704214296302
61,1973-02-28,2.881142745,0.01348671660932177
62,1973-03-31,2.929374136,0.016740368412395235
63,1973-04-30,3.031703085,0.03493201764241993
64,1973-05-31,3.175423207,0.04740573795339187
65,1973-06-30,3.098743668,-0.024147817157399776
66,1973-07-31,3.013319714,-0.027567286343221364
67,1973-08-31,3.322713188,0.10267528950298432
68,1973-09-30,3.944607922,0.18716473520675114
69,1973-10-31,4.765238145,0.20803847663113828
70,1973-11-30,4.927794502,0.034112955544638446
71,1973-12-31,5.30805948,0.07716737738265356
72,1974-01-31,5.845776926,0.10130207621561915
73,1974-02-28,6.291538116,0.07625354091385317
74,1974-03-31,6.816162733,0.08338574881487681
75,1974-04-30,7.104721156,0.04233443864286923
76,1974-05-31,7.728315605,0.08777184006347216
77,1974-06-30,8.616369341,0.11490909292387785
78,1974-07-31,9.526994824,0.10568552100789064
79,1974-08-31,10.103211029,0.060482472767637185
80,1974-09-30,10.593110106,0.048489443167504254
81,1974-10-31,10.561468061,-0.0029870401311204997
82,1974-11-30,10.985727169,0.04017046735828789
83,1974-12-31,11.496042915,0.046452614210193754
84,1975-01-31,11.624378564,0.011163462936672586
85,1975-02-28,11.784135357,0.01374325449919156
86,1975-03-31,11.573788456,-0.01785000720269636
87,1975-04-30,11.698351766,0.010762535575412624
88,1975-05-31,10.926931315,-0.06594266153305894
89,1975-06-30,10.432971739,-0.045205699730345605
90,1975-07-31,9.76743143,-0.0637920168528886
91,1975-08-31,8.920589927,-0.08670053217870399
92,1975-09-30,8.520421165,-0.04485900206989746
93,1975-10-31,8.109587525,-0.04821752728463857
94,1975-11-30,8.092959791,-0.0020503797448070404
95,1975-12-31,7.685189103,-0.05038585369637849
96,1976-01-31,7.691042386,0.0007616316165486303
97,1976-02-29,7.373666255,-0.04126568481506743
98,1976-03-31,7.334813689,-0.005269097441676918
99,1976-04-30,6.847460223,-0.06644387801300022
100,1976-05-31,6.965887097,0.017295007220665015
101,1976-06-30,6.871017008,-0.013619240116719444
102,1976-07-31,7.088593777,0.031665875480539896
103,1976-08-31,7.352526572,0.037233449017260556
104,1976-09-30,7.092183496,-0.035408654895780045
105,1976-10-31,6.878373933,-0.030147212508050414
106,1976-11-30,6.612229044,-0.03869299511664093
107,1976-12-31,6.196677638,-0.06284588801065139
108,1977-01-31,6.048908185,-0.023846561275647216
109,1977-02-28,6.05231412,0.0005630660766922091
110,1977-03-31,6.102888398,0.008356188558170885
111,1977-04-30,6.580655715,0.0782854422107031
112,1977-05-31,6.741041444,0.02437230208448926
113,1977-06-30,6.920217354,0.026579855870709546
114,1977-07-31,6.881150829,-0.005645274274140966
115,1977-08-31,6.832672177,-0.007045137245893618
116,1977-09-30,6.873489359,0.005973824141219275
117,1977-10-31,6.950144555,0.011152297180707649
118,1977-11-30,6.999499128,0.007101229709602919
119,1977-12-31,7.363992642,0.05207422807468065
120,1978-01-31,7.371987718,0.001085698531853474
121,1978-02-28,7.341035476,-0.004198629078616678
122,1978-03-31,7.433603181,0.012609625073006558
123,1978-04-30,7.413807475,-0.002663002788553026
124,1978-05-31,7.643491412,0.030980564005002043
125,1978-06-30,7.679164103,0.004667067584323448
126,1978-07-31,7.912838518,0.030429668107849306
127,1978-08-31,8.176594615,0.033332677824779555
128,1978-09-30,8.576148162,0.04886551991546906
129,1978-10-31,9.03646557,0.05367414360209133
130,1978-11-30,9.211524761,0.019372528965436953
131,1978-12-31,9.058012586,-0.016665229588259223
132,1979-01-31,9.070516336,0.0013804076646268815
133,1979-02-28,9.571356337,0.055216261395419464
134,1979-03-31,9.675145162,0.010843690418126384
135,1979-04-30,9.918953512,0.025199451369223747
136,1979-05-31,10.082376559,0.016475835560907814
137,1979-06-30,10.269173247,0.018527049342672575
138,1979-07-31,10.50434739,0.0229009811543206
139,1979-08-31,10.93575743,0.041069666108976666
140,1979-09-30,10.98372295,0.0043861177707194
141,1979-10-31,11.257284188,0.02490605774064969
142,1979-11-30,11.926588317,0.05945520409917893
143,1979-12-31,12.734186684,0.06771411450908049
144,1980-01-31,13.469735746,0.05776176211741779
145,1980-02-29,13.599492679,0.009633220387306629
146,1980-03-31,14.331667424,0.05383838664295215
147,1980-04-30,14.755204998,0.029552567853391443
148,1980-05-31,15.115272835,0.02440276750128567
149,1980-06-30,15.774166719,0.0435912663431588
150,1980-07-31,14.133410238,-0.10401541395043756
151,1980-08-31,13.268359535,-0.061206084620268664
152,1980-09-30,13.087752647,-0.013611847608107519
153,1980-10-31,13.084188753,-0.00027230756082619045
154,1980-11-30,12.870601808,-0.016324049509835126
155,1980-12-31,12.685251999,-0.014401021161636107
156,1981-01-31,12.018100571,-0.052592682278018055
157,1981-02-28,11.229271193,-0.0656367762392891
158,1981-03-31,10.319341471,-0.08103194823251081
159,1981-04-30,9.710596634,-0.058990667060560886
160,1981-05-31,9.603160634,-0.01106378980090994
161,1981-06-30,9.212167638,-0.04071503236295859
162,1981-07-31,11.238230349,0.21993333063572718
163,1981-08-31,11.81874206,0.05165508207007474
164,1981-09-30,12.228963711,0.03470941737432254
165,1981-10-31,11.266251913,-0.07872390668180962
166,1981-11-30,10.524035314,-0.06587963812024866
167,1981-12-31,9.855791699,-0.06349689972163486
168,1982-01-31,9.469843405,-0.03915954250932052
169,1982-02-28,9.539828014,0.007390260430605089
170,1982-03-31,8.890430545,-0.06807224072037665
171,1982-04-30,9.081124943,0.021449399670216085
172,1982-05-31,9.052945034,-0.0031031297528532065
173,1982-06-30,8.878235542,-0.01929863611718019
174,1982-07-31,7.889386151,-0.11137904444211699
175,1982-08-31,7.329095724,-0.07101825367351067
176,1982-09-30,5.979568161,-0.18413288812435757
177,1982-10-31,5.978948458,-0.0001036367482258882
178,1982-11-30,5.304532965,-0.11279834535078037
179,1982-12-31,4.248605204,-0.19906140049786636
180,1983-01-31,4.424606951,0.04142577117645496
181,1983-02-28,4.356216055,-0.015456942674771046
182,1983-03-31,4.586331541,0.05282462648652997
183,1983-04-30,4.187719488,-0.08691304792001298
184,1983-05-31,3.285270905,-0.21549881399314963
185,1983-06-30,2.582464401,-0.21392649931254293
186,1983-07-31,2.370321394,-0.0821475048863608
187,1983-08-31,2.293245829,-0.03251692584604837
188,1983-09-30,2.688915363,0.17253690336920258
189,1983-10-31,2.837489986,0.05525448106118014
190,1983-11-30,3.496604743,0.23228795881290543
191,1983-12-31,4.455576949,0.274258109361605
192,1984-01-31,4.47100051,0.0034616304861396774
193,1984-02-29,4.509240951,0.008552994103773859
194,1984-03-31,4.638826514,0.028737777468126335
195,1984-04-30,4.632179596,-0.0014328878176278481
196,1984-05-31,4.693964637,0.013338222260067756
197,1984-06-30,4.773046608,0.016847585594624848
198,1984-07-31,4.88156286,0.02273521733856909
199,1984-08-31,5.017877611,0.027924407594333456
200,1984-09-30,5.122410713,0.020832134640120792
201,1984-10-31,5.086232886,-0.00706265643795112
202,1984-11-30,4.951399759,-0.026509428494934317
203,1984-12-31,5.03485707,0.01685529649435047
204,1985-01-31,4.71440976,-0.0636457610503729
205,1985-02-28,4.860092398,0.030901564653132763
206,1985-03-31,4.95037523,0.018576361230735472
207,1985-04-30,4.742850309,-0.04192104867977853
208,1985-05-31,5.02421107,0.05932313749520879
209,1985-06-30,5.042571195,0.0036543299523441597
210,1985-07-31,4.934458147,-0.02144006377286256
211,1985-08-31,4.931448285,-0.0006099680877483804
212,1985-09-30,4.772256068,-0.03228102735746319
213,1985-10-31,4.87735108,0.022022081485674416
214,1985-11-30,5.134382326,0.05269894288602228
215,1985-12-31,5.015425836,-0.023168607720857826
216,1986-01-31,5.280952944,0.05294208641150355
217,1986-02-28,5.109255446,-0.032512597597574855
218,1986-03-31,5.212476107,0.020202681602230488
219,1986-04-30,5.352667382,0.026895331915619325
220,1986-05-31,5.024657147,-0.06127977167104304
221,1986-06-30,5.026885723,0.00044352797311364434
222,1986-07-31,4.960427947,-0.013220466838131828
223,1986-08-31,4.823456322,-0.02761286454787404
224,1986-09-30,4.947499067,0.0257165685183538
225,1986-10-31,4.881662479,-0.013307044045572924
226,1986-11-30,4.575152807,-0.06278796891807803
227,1986-12-31,4.654910621,0.01743281970341415
228,1987-01-31,4.492110038,-0.03497394391753672
229,1987-02-28,4.45173175,-0.008988713023151296
230,1987-03-31,4.276017854,-0.039470908371781466
231,1987-04-30,4.371203735,0.022260403078288915
232,1987-05-31,4.429512321,0.013339251504826066
233,1987-06-30,4.187984457,-0.05452696515933231
234,1987-07-31,4.178766144,-0.0022011335272728028
235,1987-08-31,4.293051178,0.027348990123339023
236,1987-09-30,4.305931321,0.0030002304808303126
237,1987-10-31,4.356981982,0.011855892998345219
238,1987-11-30,4.329616016,-0.0062809454142929155
239,1987-12-31,4.291749243,-0.008745988757447365
240,1988-01-31,4.373233966,0.018986366254483356
241,1988-02-29,4.375628463,0.0005475346205157106
242,1988-03-31,4.440936865,0.014925490715732348
243,1988-04-30,4.37597416,-0.014628153242165043
244,1988-05-31,4.432652625,0.01295219371222256
245,1988-06-30,4.673118224,0.05424869019597489
246,1988-07-31,4.70086963,0.005938519992384261
247,1988-08-31,4.674256215,-0.005661381211288785
248,1988-09-30,4.721200474,0.010043150576417359
249,1988-10-31,4.607887381,-0.02400090689307155
250,1988-11-30,4.742903047,0.02930099085249327
251,1988-12-31,4.790034691,0.009937298640293912
252,1989-01-31,4.748201473,-0.008733385183744113
253,1989-02-28,4.783533199,0.007441075573753286
254,1989-03-31,4.750414948,-0.0069233868820901545
255,1989-04-30,4.618488017,-0.027771664674376306
256,1989-05-31,4.742747969,0.026904898647049924
257,1989-06-30,4.74510822,0.0004976547384401009
258,1989-07-31,4.893807623,0.03133741025615633
259,1989-08-31,4.854148787,-0.008103881283279435
260,1989-09-30,4.669891213,-0.03795878167011779
261,1989-10-31,4.802933382,0.02848935080749615
262,1989-11-30,4.797568826,-0.001116933251688379
263,1989-12-31,4.829006386,0.006552810629756101
264,1990-01-31,4.905908309,0.01592499923440771
265,1990-02-28,4.91755923,0.0023748754086223567
266,1990-03-31,5.19152475,0.05571168687275785
267,1990-04-30,5.276985365,0.016461563628296316
268,1990-05-31,5.166732439,-0.020893165012596193
269,1990-06-30,5.370697673,0.03947663952180136
270,1990-07-31,5.516605952,0.02716747206485337
271,1990-08-31,5.836270781,0.057945923957847256
272,1990-09-30,5.930360317,0.016121516552369153
273,1990-10-31,5.798506168,-0.022233750050907664
274,1990-11-30,5.683108196,-0.019901327800053492
275,1990-12-31,5.651092078,-0.005633557710996051
276,1991-01-31,5.815290409,0.029056035317356343
277,1991-02-28,5.8623588,0.008093902056405478
278,1991-03-31,5.474284579,-0.06619762355726166
279,1991-04-30,5.276160434,-0.03619178764655884
280,1991-05-31,5.222445891,-0.010180612146260759
281,1991-06-30,4.934653949,-0.0551067350445813
282,1991-07-31,4.713410392,-0.044834665061941115
283,1991-08-31,4.393094508,-0.06795841171472516
284,1991-09-30,4.443594793,0.01149537869218098
285,1991-10-31,4.288991989,-0.034792282195384994
286,1991-11-30,4.34967757,0.01414914766817943
287,1991-12-31,4.346967664,-0.0006230130754265595
288,1992-01-31,4.052308746,-0.06778493441307565
289,1992-02-29,3.861765064,-0.047021017879766314
290,1992-03-31,3.975844252,0.029540685699258162
291,1992-04-30,4.066438773,0.02278623488694942
292,1992-05-31,3.926410529,-0.034435104477595346
293,1992-06-30,3.860188559,-0.016865778428132305
294,1992-07-31,3.769367667,-0.023527579187356484
295,1992-08-31,3.628120085,-0.03747248729185859
296,1992-09-30,3.349237754,-0.07686689648256229
297,1992-10-31,3.6359146,0.08559465378581188
298,1992-11-30,3.629469745,-0.001772554008831695
299,1992-12-31,3.478262556,-0.04166095865885233
300,1993-01-31,3.528455109,0.01443035199094389
301,1993-02-28,3.561853788,0.009465524703661465
302,1993-03-31,3.334428143,-0.06385035954204654
303,1993-04-30,3.404237829,0.020936029509753373
304,1993-05-31,3.532736691,0.03774673464507816
305,1993-06-30,3.569326945,0.010357481239181121
306,1993-07-31,3.422616714,-0.04110305199290165
307,1993-08-31,3.508810757,0.025183667995142045
308,1993-09-30,3.642383692,0.038067865225710706
309,1993-10-31,3.424737275,-0.05975384127653294
310,1993-11-30,3.436277096,0.0033695492744039157
311,1993-12-31,3.548475916,0.0326512725445236
312,1994-01-31,3.375759896,-0.04867329639218554
313,1994-02-28,3.415920384,0.011896725252168228
314,1994-03-31,3.570150943,0.0451505133791783
315,1994-04-30,3.354397547,-0.06043256978336664
316,1994-05-31,3.225532887,-0.038416633149296775
317,1994-06-30,3.194738495,-0.009547071159656029
318,1994-07-31,3.233880147,0.012251911091082812
319,1994-08-31,3.306714086,0.02252215162258464
320,1994-09-30,3.254281644,-0.015856357893774042
321,1994-10-31,3.164264289,-0.027661206019450546
322,1994-11-30,3.128282179,-0.011371398440100378
323,1994-12-31,2.901446577,-0.072511234287858
324,1995-01-31,3.144200833,0.08366662957861526
325,1995-02-28,3.124100115,-0.006392949772493162
326,1995-03-31,3.167481169,0.013885935918542147
327,1995-04-30,3.306684647,0.04394768921197634
